Student_ID,Age,Gender,Education_Level,Daily_Social_Media_Hours,Daily_AI_Tool_Usage_Hours,Sleep_Hours,Physical_Activity_Hours,Mental_Health_Score,Physical_Health_Score,Social_Isolation_Score,Burnout_Level,Academic_Performance_Score,Academic_Failure_Risk
STU_03720,19,Female,College,6.7,5.5,6.5,0.0,73.02,71.61,6.42,Moderate,70.99,0
STU_03721,21,Male,College,1.65,2.01,5.71,0.88,77.02,82.74,2.97,Low,99.9,0
STU_03722,13,Female,High School,6.33,7.34,5.78,1.94,82.57,82.82,5.93,High,60.98,0
STU_03723,20,Female,College,6.64,5.77,6.17,2.41,65.69,99.19,3.04,Moderate,72.78,0
STU_03724,19,Female,College,2.11,1.65,7.3,0.0,69.91,95.8,2.54,Low,69.27,0
STU_03725,18,Female,College,3.16,6.17,7.38,0.0,85.16,90.63,4.6,Low,83.42,0
STU_03726,18,Male,College,7.56,1.54,6.76,2.09,68.9,78.25,5.52,Moderate,74.95,0
STU_03727,18,Female,College,3.81,6.89,6.55,3.16,75.56,88.0,3.7,Low,62.11,0
STU_03728,21,Male,College,8.06,2.04,6.11,1.52,64.7,84.25,4.36,High,76.72,0
STU_03729,14,Male,High School,4.55,3.43,6.1,0.0,66.79,84.6,5.16,Moderate,72.05,0
STU_03730,13,Female,High School,4.43,3.39,6.87,0.02,43.26,81.62,6.07,Moderate,98.91,0
STU_03731,25,Male,University,6.94,1.81,4.87,0.95,75.0,75.04,5.62,Low,78.52,0
STU_03732,24,Female,University,9.63,3.31,5.31,0.22,70.23,73.01,5.07,High,74.11,0
STU_03733,18,Male,College,6.15,4.59,6.13,0.92,74.97,71.91,6.54,Moderate,74.23,0
STU_03734,22,Female,University,4.94,2.65,4.64,1.02,61.62,96.97,3.91,High,72.36,0
STU_03735,23,Female,University,7.67,2.97,6.92,1.69,66.81,79.36,5.73,High,93.67,0
STU_03736,20,Female,College,7.84,3.96,5.64,0.0,48.24,84.17,5.73,Moderate,64.41,0
STU_03737,15,Female,High School,5.84,0.5,6.44,1.42,46.34,89.05,3.54,Low,57.27,0
STU_03738,24,Female,University,5.45,2.65,6.63,0.0,62.34,76.39,5.97,Moderate,76.03,0
STU_03739,22,Female,University,6.25,4.76,4.72,0.56,80.53,84.62,5.25,Low,70.19,0
STU_03740,13,Male,High School,0.92,2.0,7.28,1.21,84.47,97.64,3.27,Low,79.46,0
STU_03741,21,Female,College,1.88,3.58,6.26,1.39,71.47,94.2,5.04,Low,60.4,0
STU_03742,25,Male,University,5.1,0.0,7.76,0.0,74.43,87.46,4.01,Low,81.0,0
STU_03743,25,Male,University,2.57,2.69,7.71,0.0,77.36,73.32,4.58,Low,95.8,0
STU_03744,13,Male,High School,4.59,2.25,5.58,0.65,78.65,86.09,6.51,Low,67.92,0
STU_03745,15,Male,High School,5.01,2.59,6.38,2.49,76.66,98.58,3.54,Low,92.5,0
STU_03746,20,Female,College,2.05,2.2,5.54,0.75,81.34,99.71,5.71,Low,98.4,0
STU_03747,15,Female,High School,5.99,4.73,5.19,0.0,62.79,87.53,6.04,High,75.53,0
STU_03748,25,Female,University,0.0,0.87,7.62,2.21,87.07,98.18,2.41,Low,82.0,0
STU_03749,16,Female,High School,3.7,1.87,7.74,1.43,81.72,99.04,4.19,Low,89.06,0
STU_03750,20,Male,College,0.67,1.09,6.98,0.7,83.62,90.3,3.2,Low,99.01,0
STU_03751,13,Male,High School,3.69,0.12,6.49,1.34,64.51,96.42,3.39,Low,84.01,0
STU_03752,25,Male,University,6.89,2.38,7.12,2.54,76.82,99.03,4.55,Low,71.72,0
STU_03753,25,Female,University,2.65,0.81,7.55,1.11,67.24,98.32,2.3,Low,84.31,0
STU_03754,18,Male,College,0.0,2.94,5.48,0.85,73.68,88.66,2.88,Low,90.01,0
STU_03755,13,Female,High School,3.91,2.99,6.38,0.43,87.19,81.03,5.38,Low,82.47,0
STU_03756,13,Female,High School,2.42,2.78,6.5,0.77,81.95,95.54,3.59,Low,85.19,0
STU_03757,20,Female,College,4.5,3.54,5.92,0.24,60.46,72.59,6.98,Moderate,63.13,0
STU_03758,23,Female,University,3.91,0.0,6.29,1.19,71.55,87.44,1.22,Low,83.35,0
STU_03759,16,Female,High School,4.94,5.19,6.91,2.99,75.12,96.09,3.59,Low,76.53,0
STU_03760,24,Male,University,7.43,2.39,4.64,0.35,67.54,71.3,3.47,High,97.24,0
STU_03761,13,Male,High School,3.56,3.74,7.95,0.0,78.11,88.85,3.31,Low,60.83,0
STU_03762,22,Female,University,4.72,0.7,6.68,0.0,69.52,90.94,6.18,Low,55.0,0
STU_03763,19,Female,College,3.69,0.21,6.92,0.0,69.58,88.69,4.77,Low,81.14,0
STU_03764,17,Female,High School,7.03,3.42,8.19,0.16,66.29,98.16,5.14,Moderate,80.23,0
STU_03765,17,Male,High School,4.89,3.8,7.45,0.19,77.13,81.5,4.87,Low,66.79,0
STU_03766,13,Female,High School,5.8,0.29,5.98,1.16,68.33,81.59,3.52,Moderate,67.5,0
STU_03767,22,Male,University,6.4,3.58,6.46,3.08,83.21,92.44,3.72,Low,83.43,0
STU_03768,23,Male,University,0.0,3.76,6.47,2.06,84.85,92.26,3.76,Low,81.23,0
STU_03769,18,Male,College,6.47,3.63,6.27,1.86,71.85,90.74,3.34,Low,72.16,0
STU_03770,21,Male,College,5.45,2.78,5.2,2.99,62.37,96.29,3.63,High,78.96,0
STU_03771,21,Male,College,2.81,3.06,6.5,0.0,76.83,98.19,3.02,Moderate,90.54,0
STU_03772,20,Male,College,7.72,5.58,6.2,2.17,69.4,99.56,2.22,High,72.09,0
STU_03773,17,Female,High School,6.97,1.45,6.04,2.31,75.49,99.28,3.59,Moderate,72.71,0
STU_03774,13,Female,High School,4.03,4.08,5.77,0.23,69.89,89.85,3.64,Moderate,79.07,0
STU_03775,21,Female,College,0.0,3.26,9.3,2.21,82.7,98.57,1.92,Low,80.92,0
STU_03776,13,Male,High School,4.36,0.03,6.64,0.0,78.58,79.89,4.26,Moderate,75.06,0
STU_03777,20,Non-binary,College,2.0,0.0,6.19,0.48,85.81,73.53,4.02,Low,63.56,0
STU_03778,17,Male,High School,0.0,2.8,7.0,3.5,81.76,99.16,3.04,Low,99.77,0
STU_03779,15,Male,High School,5.95,0.0,6.62,0.63,67.27,81.99,6.02,Low,83.31,0
STU_03780,23,Female,University,8.32,0.0,6.98,0.12,71.81,93.62,3.42,Moderate,79.42,0
STU_03781,19,Male,College,4.27,8.44,6.24,0.0,61.77,88.18,6.51,High,69.1,0
STU_03782,19,Female,College,5.15,0.76,6.59,1.14,78.96,96.59,4.38,Low,71.54,0
STU_03783,21,Female,College,7.86,4.15,6.19,0.0,66.56,85.12,5.66,Moderate,65.93,0
STU_03784,19,Non-binary,College,4.94,2.92,9.11,0.08,72.91,87.92,5.48,Low,76.75,0
STU_03785,25,Female,University,2.98,6.69,5.43,2.9,68.33,99.6,4.8,Low,73.7,0
STU_03786,23,Female,University,0.0,5.91,5.9,0.23,62.41,97.58,6.0,Moderate,83.97,0
STU_03787,15,Male,High School,6.54,3.51,7.74,0.0,83.09,79.95,3.5,Moderate,72.07,0
STU_03788,23,Female,University,5.54,0.0,5.8,0.52,68.0,97.68,4.05,Moderate,72.02,0
STU_03789,25,Male,University,6.82,5.26,5.36,2.08,73.74,87.18,5.44,Low,59.5,0
STU_03790,25,Female,University,0.0,0.26,8.08,0.16,84.31,82.7,3.4,Low,96.97,0
STU_03791,13,Female,High School,9.69,4.43,4.96,0.02,40.16,65.54,5.45,High,58.03,1
STU_03792,20,Male,College,2.52,0.72,8.27,3.6,83.74,97.5,2.88,Low,96.6,0
STU_03793,24,Female,University,7.23,1.6,5.58,1.94,74.53,95.06,5.82,Low,72.48,0
STU_03794,15,Male,High School,0.0,6.69,6.17,0.77,62.89,89.23,5.05,Moderate,77.84,0
STU_03795,24,Male,University,2.56,2.94,8.69,1.48,80.78,98.23,2.55,Moderate,98.48,0
STU_03796,20,Female,College,3.14,1.09,6.66,1.44,86.02,82.9,3.61,Low,77.57,0
STU_03797,20,Male,College,1.95,2.11,5.54,0.0,73.17,88.94,5.03,High,94.71,0
STU_03798,25,Male,University,2.44,2.93,9.76,0.55,82.4,98.51,4.68,Low,98.84,0
STU_03799,17,Male,High School,8.55,0.96,6.17,1.43,71.51,82.1,5.2,Moderate,68.58,0
STU_03800,25,Female,University,3.65,3.67,6.19,0.0,82.47,70.87,4.38,Moderate,81.23,0
STU_03801,24,Male,University,9.82,1.03,5.12,0.51,57.73,67.21,4.34,Severe,92.98,1
STU_03802,25,Male,University,7.14,0.0,6.78,0.0,48.25,83.23,5.51,Moderate,79.92,0
STU_03803,13,Female,High School,0.0,2.11,7.59,3.02,86.04,99.26,1.9,Low,97.61,0
STU_03804,25,Male,University,3.64,1.41,9.14,4.05,84.61,97.53,1.27,Low,88.8,0
STU_03805,22,Male,University,3.53,2.76,6.44,1.52,69.54,94.18,3.85,Moderate,88.73,0
STU_03806,19,Female,College,2.13,2.14,8.11,0.64,78.14,77.84,2.82,Low,84.11,0
STU_03807,24,Female,University,7.55,4.06,9.5,0.0,75.47,97.73,4.47,Low,68.84,0
STU_03808,22,Female,University,6.65,3.79,6.69,1.63,52.87,98.54,5.46,Low,64.17,0
STU_03809,17,Male,High School,9.89,0.0,6.32,1.64,66.44,97.62,4.47,Moderate,61.33,0
STU_03810,20,Female,College,3.35,2.41,7.14,1.62,77.87,98.82,3.51,Low,69.9,0
STU_03811,21,Female,College,5.6,1.7,6.89,2.47,72.6,96.64,2.57,Low,93.7,0
STU_03812,23,Male,University,3.62,1.95,6.41,1.7,70.06,67.72,4.87,Low,76.58,0
STU_03813,19,Male,College,3.5,0.0,5.42,0.58,56.48,90.43,2.88,High,59.12,1
STU_03814,25,Non-binary,University,6.53,0.0,7.46,0.0,65.54,75.08,4.83,Low,72.69,0
STU_03815,19,Female,College,10.0,5.19,5.15,1.03,68.29,89.99,6.76,High,62.47,1
STU_03816,13,Female,High School,6.96,2.07,5.94,0.0,63.0,71.5,6.08,High,66.93,1
STU_03817,16,Female,High School,6.69,3.03,6.99,1.59,60.16,77.93,4.88,Low,71.12,0
STU_03818,14,Female,High School,4.35,1.26,6.36,3.04,85.05,95.01,4.03,Low,83.89,0
STU_03819,14,Female,High School,6.62,0.0,8.11,3.04,76.61,98.16,3.48,Low,78.79,0
STU_03820,14,Male,High School,7.44,1.52,4.75,0.0,49.78,77.79,4.55,Severe,63.74,1
STU_03821,16,Male,High School,2.35,0.68,7.18,2.65,82.72,99.9,3.03,Low,76.35,0
STU_03822,13,Female,High School,4.6,3.6,5.26,1.77,72.8,84.39,3.09,Moderate,77.45,0
STU_03823,16,Female,High School,3.69,3.1,5.46,1.39,44.68,97.62,6.05,Moderate,80.22,0
STU_03824,14,Female,High School,2.92,3.69,6.15,0.9,75.93,93.67,5.29,Low,79.57,0
STU_03825,17,Non-binary,High School,6.96,3.2,6.79,0.0,62.26,93.55,4.48,High,80.77,0
STU_03826,15,Female,High School,3.91,0.0,7.53,0.94,58.11,77.72,5.18,Moderate,67.71,0
STU_03827,24,Male,University,5.69,1.84,7.71,1.89,73.25,90.72,4.85,Low,69.92,0
STU_03828,20,Female,College,5.71,1.02,4.96,1.52,61.69,97.82,4.43,Low,88.52,0
STU_03829,16,Male,High School,3.83,2.8,6.04,0.66,72.48,97.45,6.01,Moderate,97.89,0
STU_03830,13,Male,High School,0.86,1.32,7.1,2.01,79.09,98.48,3.31,Low,99.3,0
STU_03831,13,Male,High School,3.62,3.06,8.82,3.18,86.89,99.08,3.98,Low,78.39,0
STU_03832,24,Female,University,5.82,3.14,4.24,2.29,60.82,85.5,4.84,Moderate,76.75,0
STU_03833,22,Non-binary,University,5.26,2.04,6.79,0.9,83.14,71.96,3.7,Low,90.82,0
STU_03834,15,Male,High School,0.0,3.0,7.07,1.04,80.63,80.45,2.32,Low,92.41,0
STU_03835,21,Male,College,6.53,3.18,3.74,0.75,81.19,60.51,5.98,High,87.49,0
STU_03836,19,Female,College,3.12,2.72,7.87,0.17,84.04,99.07,4.12,Moderate,93.1,0
STU_03837,14,Female,High School,5.93,3.14,5.28,2.03,58.29,97.52,4.56,High,90.73,0
STU_03838,25,Female,University,6.54,3.69,7.65,1.73,79.22,87.84,4.43,Low,64.25,0
STU_03839,21,Female,College,5.68,1.84,5.47,0.1,74.51,80.08,6.05,Low,88.97,0
STU_03840,22,Female,University,9.21,1.16,5.43,1.85,56.03,74.28,4.97,High,60.82,1
STU_03841,14,Male,High School,7.0,3.13,7.61,1.97,84.37,81.73,3.89,Low,86.15,0
STU_03842,15,Male,High School,3.37,1.46,6.05,2.21,77.02,97.61,3.77,Moderate,75.38,0
STU_03843,23,Male,University,3.62,2.48,7.39,1.83,77.51,90.33,3.7,Low,61.03,0
STU_03844,25,Female,University,4.31,2.26,4.43,0.0,73.48,80.35,4.62,High,78.67,0
STU_03845,22,Male,University,3.62,5.54,6.68,2.6,76.48,98.79,3.51,Moderate,73.64,0
STU_03846,14,Female,High School,5.42,3.87,6.89,0.0,68.72,98.68,5.43,Low,75.89,0
STU_03847,15,Male,High School,1.67,4.72,8.06,0.27,82.11,98.47,5.25,Low,69.09,0
STU_03848,18,Male,College,7.96,3.24,6.2,1.88,58.31,87.35,5.51,Moderate,73.47,0
STU_03849,21,Male,College,4.6,3.02,5.24,1.95,76.29,70.73,3.59,Low,73.73,0
STU_03850,21,Male,College,7.88,3.25,5.28,0.67,77.65,71.12,4.95,High,78.58,0
STU_03851,19,Male,College,1.54,1.68,5.09,0.66,78.44,79.87,3.02,Low,93.32,0
STU_03852,24,Female,University,1.55,0.45,6.51,2.66,72.6,89.27,3.79,Low,99.01,0
STU_03853,15,Male,High School,7.2,3.55,5.97,1.91,53.09,83.37,4.54,Moderate,67.19,0
STU_03854,16,Female,High School,2.88,3.42,7.1,0.96,76.47,86.04,5.04,Moderate,71.11,0
STU_03855,18,Male,College,2.01,5.07,5.21,0.0,76.71,77.01,4.55,Moderate,61.83,0
STU_03856,23,Female,University,7.41,4.05,7.03,0.0,58.66,80.42,5.39,High,64.15,1
STU_03857,17,Female,High School,2.47,1.72,6.82,1.24,82.56,87.5,3.98,Low,83.34,0
STU_03858,14,Non-binary,High School,4.45,0.49,7.84,3.22,81.0,98.3,2.32,Low,76.42,0
STU_03859,25,Male,University,3.15,3.13,8.79,2.46,81.29,94.58,2.7,Low,99.57,0
STU_03860,18,Male,College,6.39,2.54,5.54,0.18,66.8,81.77,5.13,Moderate,80.38,0
STU_03861,15,Female,High School,5.07,1.49,6.71,1.96,72.21,93.03,3.99,Low,82.16,0
STU_03862,20,Male,College,6.78,3.48,5.07,1.83,60.03,91.28,4.94,Severe,76.98,1
STU_03863,14,Female,High School,1.5,0.36,6.59,0.87,67.35,97.79,2.78,Low,74.48,0
STU_03864,13,Male,High School,5.1,1.39,6.07,2.79,74.32,96.95,2.66,Low,89.64,0
STU_03865,21,Female,College,4.73,7.63,5.68,0.0,74.37,66.99,6.19,Moderate,46.34,0
STU_03866,24,Male,University,2.63,0.73,6.92,1.69,86.59,91.64,2.69,Low,72.76,0
STU_03867,15,Female,High School,1.91,3.3,8.21,0.5,82.78,89.0,4.09,Low,79.83,0
STU_03868,23,Female,University,4.28,4.31,5.19,0.0,58.48,86.01,4.53,High,55.91,1
STU_03869,13,Male,High School,3.77,4.02,6.44,0.0,63.86,76.84,5.23,Low,81.92,0
STU_03870,19,Male,College,7.45,3.72,6.82,0.97,66.02,82.65,5.29,Moderate,69.32,0
STU_03871,25,Male,University,6.56,3.31,7.65,1.34,75.77,84.58,5.47,Moderate,61.35,0
STU_03872,22,Female,University,2.78,2.47,5.27,2.39,87.17,98.1,5.33,Low,83.08,0
STU_03873,17,Male,High School,3.86,5.09,7.21,0.78,68.53,87.01,3.5,Moderate,72.7,0
STU_03874,17,Male,High School,5.87,4.99,5.25,1.06,76.68,86.94,6.39,Moderate,63.79,0
STU_03875,13,Female,High School,6.14,4.31,6.56,2.0,84.68,93.23,3.98,Low,64.3,0
STU_03876,21,Male,College,7.47,5.38,5.77,1.05,79.93,68.3,5.46,High,72.6,0
STU_03877,19,Male,College,4.34,4.21,6.66,0.31,69.35,75.77,4.98,Moderate,77.72,0
STU_03878,20,Male,College,4.9,1.9,7.18,0.28,75.8,99.28,4.1,Moderate,74.21,0
STU_03879,21,Female,College,0.05,1.26,6.34,2.87,81.87,98.29,4.11,Low,94.25,0
STU_03880,18,Non-binary,College,1.72,3.17,7.33,2.43,86.25,82.97,2.55,Low,94.45,0
STU_03881,24,Male,University,6.78,3.02,7.02,1.65,61.44,77.99,3.1,High,84.32,0
STU_03882,17,Female,High School,1.77,3.33,6.39,2.79,75.72,99.9,3.78,Low,93.56,0
STU_03883,18,Male,College,0.31,5.26,5.67,2.14,87.73,92.85,3.53,Low,61.65,0
STU_03884,23,Male,University,6.42,1.82,4.09,4.25,62.74,99.81,3.12,Moderate,82.57,0
STU_03885,14,Female,High School,3.51,2.23,6.45,0.0,72.41,94.1,6.43,Moderate,78.53,0
STU_03886,16,Male,High School,2.51,3.04,8.23,1.4,86.92,96.33,3.18,Low,87.11,0
STU_03887,15,Female,High School,0.8,2.23,6.68,0.73,66.49,91.42,3.33,Moderate,81.4,0
STU_03888,25,Female,University,0.82,0.0,7.59,1.37,69.35,97.89,2.16,Low,86.84,0
STU_03889,19,Female,College,3.38,1.67,7.13,0.0,75.38,64.53,4.72,Low,96.48,0
STU_03890,21,Male,College,4.15,0.73,8.52,0.0,80.88,89.45,5.18,Low,99.8,0
STU_03891,17,Male,High School,7.61,4.96,3.36,0.46,58.92,69.19,6.33,Severe,68.23,1
STU_03892,18,Non-binary,College,4.17,1.01,7.91,2.19,79.39,89.78,5.66,Low,80.4,0
STU_03893,22,Male,University,3.7,2.42,6.73,1.02,75.67,91.82,3.36,Low,98.04,0
STU_03894,24,Female,University,3.78,2.59,7.79,2.42,65.61,85.21,3.93,Low,71.64,0
STU_03895,24,Male,University,0.0,3.4,8.06,0.87,88.18,99.36,3.26,Low,99.56,0
STU_03896,14,Male,High School,3.27,2.97,6.05,0.26,82.71,97.94,4.22,Low,97.38,0
STU_03897,15,Male,High School,6.09,3.06,8.04,0.73,77.45,88.32,4.16,Low,84.44,0
STU_03898,15,Female,High School,4.72,0.92,8.79,1.41,72.12,84.24,3.72,Low,92.82,0
STU_03899,24,Female,University,6.44,2.01,7.75,2.75,74.3,96.02,3.14,Moderate,73.18,0
STU_03900,24,Male,University,7.2,0.0,8.84,1.82,56.75,74.01,3.98,Low,86.41,0
STU_03901,21,Female,College,0.39,3.18,6.89,2.65,76.31,98.2,2.83,Low,99.38,0
STU_03902,19,Male,College,2.87,1.11,5.91,0.54,52.92,97.69,4.78,Low,78.32,0
STU_03903,20,Male,College,7.01,4.93,6.82,0.0,67.31,83.47,4.71,Moderate,69.84,0
STU_03904,23,Female,University,4.76,0.0,7.16,0.01,70.64,71.74,4.62,Low,78.35,0
STU_03905,22,Female,University,4.13,5.96,6.97,1.35,80.56,83.1,4.85,Low,61.01,0
STU_03906,23,Male,University,7.08,2.92,5.47,0.04,60.76,94.32,4.28,Low,68.15,0
STU_03907,21,Male,College,2.52,1.95,9.14,3.77,78.17,96.76,3.61,Low,77.73,0
STU_03908,18,Non-binary,College,2.67,3.49,6.97,1.78,84.22,99.9,3.4,Low,85.9,0
STU_03909,16,Female,High School,2.51,5.13,5.23,0.0,59.51,65.02,4.92,Moderate,85.08,0
STU_03910,24,Female,University,1.18,5.9,6.94,1.22,82.67,85.92,3.94,Moderate,88.3,0
STU_03911,13,Male,High School,3.95,2.49,7.35,1.18,68.68,90.26,2.99,Low,94.59,0
STU_03912,20,Female,College,4.95,0.0,5.68,0.0,75.79,68.23,6.41,Moderate,88.0,0
STU_03913,19,Male,College,1.89,2.35,7.65,2.25,75.23,88.37,2.08,Low,99.53,0
STU_03914,14,Non-binary,High School,4.23,1.55,6.88,1.24,66.4,98.48,3.51,Low,76.52,0
STU_03915,20,Male,College,3.01,3.68,5.39,2.17,76.49,98.79,3.44,Low,67.92,0
STU_03916,24,Male,University,4.31,1.76,5.88,1.14,80.86,89.76,5.56,Low,76.04,0
STU_03917,17,Male,High School,8.11,0.46,6.41,0.0,70.69,75.04,5.23,Moderate,62.81,0
STU_03918,19,Female,College,4.72,1.56,6.69,1.59,65.25,98.96,4.02,Low,94.93,0
STU_03919,16,Female,High School,4.76,4.96,4.14,0.42,66.12,67.52,5.91,Moderate,62.31,0
STU_03920,17,Male,High School,9.59,2.73,6.34,0.0,73.82,82.94,6.5,Moderate,70.64,0
STU_03921,20,Female,College,3.23,4.27,6.84,1.16,83.59,92.72,4.43,Low,79.05,0
STU_03922,13,Female,High School,6.03,1.76,7.35,3.64,73.4,98.46,4.13,Moderate,75.39,0
STU_03923,13,Male,High School,3.17,4.62,7.18,2.3,74.09,99.22,4.04,Low,77.22,0
STU_03924,16,Female,High School,6.46,0.94,6.09,1.86,86.9,92.47,3.65,Low,82.29,0
STU_03925,15,Female,High School,2.24,1.14,7.12,0.09,84.28,82.27,3.48,Low,83.45,0
STU_03926,25,Male,University,3.66,4.96,9.37,1.93,80.04,98.42,3.73,Low,85.79,0
STU_03927,22,Male,University,3.1,4.88,5.61,2.86,63.05,96.84,2.73,Moderate,81.15,0
STU_03928,24,Male,University,1.89,0.0,6.8,3.18,75.5,94.59,2.69,Low,73.47,0
STU_03929,14,Male,High School,0.0,4.29,6.14,0.0,77.5,98.77,4.38,Low,55.65,0
STU_03930,24,Male,University,5.52,0.09,5.26,1.61,82.21,64.58,4.77,Low,68.45,0
STU_03931,15,Female,High School,2.91,4.42,6.15,1.55,60.69,79.64,4.56,Low,88.21,0
STU_03932,23,Female,University,3.82,4.37,6.25,3.71,62.87,98.81,3.52,Low,81.15,0
STU_03933,23,Male,University,4.18,5.34,5.39,0.88,66.43,81.7,7.07,Low,59.24,0
STU_03934,23,Female,University,0.84,5.57,9.88,1.2,88.85,98.82,2.03,Low,71.3,0
STU_03935,13,Female,High School,3.52,2.92,6.57,2.31,79.64,91.78,4.19,Low,89.36,0
STU_03936,13,Female,High School,0.03,2.05,6.13,2.18,85.58,99.21,1.45,Low,88.56,0
STU_03937,18,Male,College,3.35,2.46,7.81,2.9,75.29,98.16,2.69,Low,91.95,0
STU_03938,17,Female,High School,8.25,2.27,4.9,0.0,48.54,91.09,5.9,Moderate,76.35,0
STU_03939,20,Female,College,3.16,2.03,6.62,1.99,65.75,92.48,6.91,High,85.09,0
STU_03940,14,Female,High School,1.63,2.16,5.05,2.39,62.02,97.5,2.84,Low,76.78,0
STU_03941,16,Male,High School,3.27,4.53,7.36,1.74,74.29,96.68,3.48,Moderate,75.77,0
STU_03942,20,Male,College,8.42,0.17,6.99,2.84,80.36,93.65,3.51,Low,81.48,0
STU_03943,24,Female,University,3.38,4.44,7.21,0.4,66.46,95.25,6.07,Moderate,72.59,0
STU_03944,18,Male,College,0.63,2.48,8.04,1.04,86.11,94.21,3.31,Low,94.85,0
STU_03945,13,Female,High School,0.0,0.0,7.16,1.56,80.13,89.48,4.86,Low,74.43,0
STU_03946,16,Female,High School,3.49,3.57,7.53,2.5,78.39,82.01,4.07,Low,82.49,0
STU_03947,13,Male,High School,6.53,0.0,9.12,2.12,83.7,91.69,3.45,Low,83.89,0
STU_03948,25,Female,University,5.6,2.66,6.86,0.35,62.23,96.93,4.8,Low,82.46,0
STU_03949,14,Male,High School,7.24,6.32,5.8,0.68,51.19,64.17,6.34,High,69.26,1
STU_03950,17,Male,High School,6.07,1.69,4.72,1.38,79.05,96.72,2.95,Moderate,79.45,0
STU_03951,20,Female,College,4.53,1.83,6.97,1.82,85.12,99.08,3.65,Low,68.36,0
STU_03952,20,Female,College,0.0,3.92,5.97,2.15,82.23,99.61,2.91,Low,67.89,0
STU_03953,23,Male,University,7.96,3.64,5.95,0.0,59.22,98.58,6.09,Moderate,56.98,0
STU_03954,15,Female,High School,0.86,3.64,5.89,3.66,80.05,98.82,3.56,Low,67.93,0
STU_03955,23,Male,University,10.28,1.68,4.6,0.0,58.42,69.04,7.12,Moderate,73.69,0
STU_03956,25,Male,University,2.58,3.35,6.66,0.37,82.33,90.02,4.59,Low,88.16,0
STU_03957,16,Male,High School,2.69,1.48,9.2,0.0,67.45,99.98,3.75,Low,83.66,0
STU_03958,22,Male,University,3.17,3.34,5.92,1.24,79.34,93.9,4.56,Low,90.32,0
STU_03959,23,Female,University,4.53,2.27,5.37,1.15,77.98,81.65,4.81,Low,76.48,0
STU_03960,18,Female,College,1.07,3.87,9.7,0.85,81.01,99.39,3.69,Low,70.08,0
STU_03961,23,Female,University,2.29,4.13,6.11,1.12,76.37,93.64,3.49,Low,65.63,0
STU_03962,23,Female,University,6.84,3.28,5.95,0.0,69.51,81.58,6.62,High,72.77,0
STU_03963,22,Male,University,7.85,1.12,6.08,0.0,59.2,78.87,5.3,Moderate,78.87,0
STU_03964,15,Male,High School,1.74,0.0,7.86,2.04,79.12,95.57,1.73,Low,80.57,0
STU_03965,14,Female,High School,5.33,0.46,5.43,1.06,61.92,84.33,3.59,Moderate,73.04,0
STU_03966,18,Female,College,3.19,0.75,6.67,2.51,63.9,97.4,4.98,Low,85.2,0
STU_03967,23,Female,University,5.76,7.89,6.33,1.17,63.61,82.0,4.53,Moderate,63.99,0
STU_03968,25,Male,University,2.26,3.69,6.83,0.68,64.09,99.62,5.57,Low,62.65,0
STU_03969,17,Male,High School,6.33,2.91,5.26,2.7,77.67,92.53,4.55,Moderate,89.36,0
STU_03970,22,Male,University,4.17,1.5,5.4,0.6,67.88,70.78,3.4,Moderate,81.16,0
STU_03971,17,Male,High School,3.27,4.19,7.21,2.81,80.64,95.57,3.2,Low,61.94,0
STU_03972,22,Male,University,4.41,2.15,6.18,3.11,62.91,94.91,4.26,Moderate,77.88,0
STU_03973,25,Female,University,8.11,3.12,7.55,0.38,68.09,97.53,5.12,Moderate,59.16,0
STU_03974,17,Male,High School,4.26,3.58,6.38,2.09,67.21,95.47,4.56,Moderate,65.63,0
STU_03975,22,Female,University,5.21,3.25,6.93,1.93,84.27,84.69,4.74,Low,77.84,0
STU_03976,24,Female,University,4.72,2.62,7.29,1.15,60.02,83.33,3.49,Moderate,84.07,0
STU_03977,17,Male,High School,4.74,0.67,7.25,1.86,72.95,93.98,2.83,Low,97.53,0
STU_03978,15,Female,High School,7.55,2.61,5.16,0.16,64.87,81.4,4.76,High,61.12,1
STU_03979,19,Male,College,6.58,4.46,7.09,1.86,63.66,89.17,4.56,Moderate,69.98,0
STU_03980,18,Female,College,1.1,3.86,7.88,1.14,74.54,99.38,4.34,Low,86.0,0
STU_03981,16,Female,High School,5.87,3.07,5.57,0.54,75.29,81.92,5.94,Moderate,78.73,0
STU_03982,14,Female,High School,8.53,3.97,5.28,0.0,62.4,75.01,3.85,Moderate,58.34,0
STU_03983,24,Female,University,3.92,0.34,7.15,2.34,83.25,98.48,4.01,Low,84.74,0
STU_03984,21,Male,College,6.64,2.21,6.98,0.0,68.51,99.9,5.46,Moderate,81.9,0
STU_03985,13,Female,High School,0.0,2.43,6.77,1.31,83.38,97.39,2.9,Low,71.44,0
STU_03986,25,Female,University,2.08,0.57,7.42,1.41,75.59,72.5,4.47,Low,63.92,0
STU_03987,25,Female,University,10.49,3.43,4.78,2.18,71.65,92.07,5.19,Moderate,62.47,0
STU_03988,23,Female,University,6.41,3.73,6.01,0.39,66.59,98.91,6.55,Moderate,69.86,0
STU_03989,16,Female,High School,5.05,2.8,6.29,0.0,75.5,86.91,4.99,Low,75.14,0
STU_03990,13,Female,High School,9.1,2.86,8.42,0.0,74.0,70.99,5.53,Low,78.23,0
